iter	Passed	Remaining
890	5934	726
891	5941	719
892	5948	712
893	5955	706
894	5961	699
895	5967	692
896	5973	685
897	5980	679
898	5986	672
899	5992	665
900	5998	659
901	6005	652
902	6011	645
903	6017	639
904	6023	632
905	6029	625
906	6036	618
907	6044	612
908	6051	605
909	6058	599
910	6065	592
911	6073	586
912	6080	579
913	6088	572
914	6095	566
915	6102	559
916	6109	552
917	6115	546
918	6121	539
919	6127	532
920	6133	526
921	6139	519
922	6146	512
923	6152	506
924	6158	499
925	6165	492
926	6171	485
927	6177	479
928	6183	472
929	6189	465
930	6195	459
931	6201	452
932	6208	445
933	6214	439
934	6220	432
935	6226	425
936	6232	419
937	6239	412
938	6245	405
939	6251	399
940	6257	392
941	6263	385
942	6269	378
943	6276	372
944	6283	365
945	6290	359
946	6297	352
947	6304	345
948	6311	339
949	6318	332
950	6325	325
951	6331	319
952	6339	312
953	6346	306
954	6354	299
955	6361	292
956	6368	286
957	6375	279
958	6382	272
959	6390	266
960	6399	259
961	6405	253
962	6412	246
963	6418	239
964	6424	233
965	6430	226
966	6437	219
967	6443	212
968	6449	206
969	6454	199
970	6461	192
971	6467	186
972	6474	179
973	6480	172
974	6486	166
975	6492	159
976	6498	152
977	6504	146
978	6511	139
979	6517	133
980	6524	126
981	6533	119
982	6540	113
983	6548	106
984	6555	99
985	6564	93
986	6572	86
987	6580	79
988	6587	73
989	6596	66
990	6602	59
991	6609	53
992	6615	46
993	6622	39
994	6628	33
995	6634	26
996	6641	19
997	6647	13
998	6653	6
999	6659	0
